customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,tech_support,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
C00774,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,Two year,Yes,Credit card (automatic),53.7,1263.44,No
C00775,Male,0,No,Yes,70,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,34.25,7707.36,Yes
C00776,Male,1,Yes,No,58,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),46.61,6949.55,Yes
C00777,Female,0,Yes,No,50,Yes,No,Fiber optic,No internet service,No internet service,One year,No,Mailed check,111.31,6590.51,No
C00778,Female,0,No,No,8,No,No,Fiber optic,No,Yes,Month-to-month,No,Mailed check,53.74,5310.56,No
C00779,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No internet service,No,One year,No,Bank transfer (automatic),28.77,2498.56,No
C00780,Male,0,No,No,61,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,26.27,7946.86,No
C00781,Male,0,Yes,No,8,Yes,No phone service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),36.05,4190.03,No
C00782,Female,1,Yes,No,8,Yes,No phone service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),30.75,2398.21,No
C00783,Female,1,Yes,No,23,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.5,3118.8,Yes
C00784,Female,0,Yes,No,38,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,52.76,160.85,No
C00785,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No internet service,Two year,No,Credit card (automatic),102.14,2182.26,No
C00786,Male,0,No,Yes,24,Yes,No phone service,No,No,No,Month-to-month,Yes,Electronic check,106.11,1612.24,No
C00787,Female,0,Yes,Yes,65,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.33,1167.79,Yes
C00788,Female,1,No,No,9,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Mailed check,106.85,290.61,Yes
C00789,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,63.05,1942.36,No
C00790,Female,0,No,No,58,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,82.2,896.05,No
C00791,Female,1,Yes,No,30,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,34.25,400.88,Yes
C00792,Male,0,Yes,No,10,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,23.26,1182.77,Yes
C00793,Female,0,No,Yes,5,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,34.01,1734.79,No
C00794,Male,1,Yes,Yes,69,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Mailed check,43.18,3546.19,Yes
C00795,Male,0,No,No,31,No,No phone service,No,Yes,No,One year,Yes,Mailed check,93.1,4968.91,No
C00796,Male,0,Yes,No,38,Yes,No,DSL,No,Yes,Two year,No,Credit card (automatic),35.35,2751.46,No
C00797,Male,0,Yes,No,47,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,31.07,1216.16,No
C00798,Male,0,No,No,12,Yes,No,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),110.76,7993.83,No
C00799,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,No,One year,No,Mailed check,86.88,4384.99,No
C00800,Male,0,No,No,66,Yes,Yes,No,No,No internet service,One year,No,Mailed check,65.33,6310.63,No
C00801,Female,1,Yes,No,55,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,27.5,5908.2,No
C00802,Male,0,Yes,Yes,40,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,103.18,2434.49,No
C00803,Male,0,Yes,No,55,Yes,No,Fiber optic,No internet service,No internet service,Two year,Yes,Electronic check,28.83,4766.75,No
C00804,Female,0,Yes,No,34,Yes,No phone service,DSL,No,No,Month-to-month,No,Bank transfer (automatic),79.1,5125.56,No
C00805,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,One year,No,Mailed check,84.77,3001.89,No
C00806,Female,0,Yes,Yes,66,No,No,No,No,No,One year,Yes,Credit card (automatic),58.01,5707.44,No
C00807,Male,0,Yes,No,33,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),109.12,6724.52,Yes
C00808,Female,0,No,No,69,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,23.07,3107.23,No
C00809,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,99.81,144.51,Yes
C00810,Male,0,Yes,No,26,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,73.38,2981.07,No
C00811,Male,0,Yes,No,47,Yes,No phone service,No,No,Yes,Month-to-month,No,Mailed check,79.12,1008.83,Yes
C00812,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,One year,Yes,Mailed check,116.68,1337.87,No
C00813,Female,0,No,No,17,Yes,Yes,DSL,No,No internet service,One year,No,Electronic check,76.26,3121.98,No
C00814,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,No,No internet service,Two year,Yes,Bank transfer (automatic),97.7,1779.04,No
C00815,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,33.35,7947.73,No
C00816,Male,0,Yes,No,54,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),98.93,5555.07,No
C00817,Male,0,No,No,20,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,94.11,4414.76,Yes
C00818,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,No internet service,Two year,No,Electronic check,114.81,100.48,No
C00819,Male,0,No,No,33,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.57,896.89,Yes
C00820,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,One year,No,Credit card (automatic),39.4,6705.87,No
C00821,Female,0,No,Yes,47,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),64.49,3323.81,No
C00822,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,109.15,403.87,No
C00823,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer (automatic),82.08,7020.39,Yes
C00824,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,64.37,2585.04,Yes
C00825,Female,0,Yes,No,23,Yes,No phone service,No,Yes,No,One year,Yes,Electronic check,28.89,3294.56,No
C00826,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,53.18,8282.6,Yes
C00827,Female,0,Yes,No,5,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Credit card (automatic),84.52,149.58,Yes
C00828,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),95.69,6136.27,No
C00829,Female,0,Yes,No,42,Yes,No phone service,No,No,No,Month-to-month,No,Electronic check,62.72,8066.44,Yes
C00830,Male,0,No,Yes,7,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Credit card (automatic),23.58,559.66,No
C00831,Male,0,Yes,Yes,68,Yes,No,DSL,No,No,Two year,No,Mailed check,81.32,7364.07,No
C00832,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,110.16,3548.56,No
C00833,Female,0,No,Yes,46,Yes,No phone service,Fiber optic,Yes,No,Two year,No,Electronic check,67.64,7465.17,No
C00834,Male,1,Yes,No,27,Yes,Yes,DSL,No,No internet service,Two year,No,Mailed check,110.84,2632.79,No
C00835,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),53.41,8352.95,No
C00836,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,106.64,5506.27,No
C00837,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,96.63,5336.98,No
C00838,Female,0,No,No,60,Yes,No,DSL,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),114.17,6853.67,No
C00839,Male,0,No,No,16,Yes,No phone service,No,Yes,Yes,One year,Yes,Mailed check,97.1,3721.12,No
C00840,Male,1,Yes,No,33,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,50.15,2212.04,No
C00841,Female,0,Yes,No,19,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,108.06,2248.17,Yes
C00842,Male,0,No,No,33,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Credit card (automatic),84.97,2822.18,No
C00843,Male,0,Yes,Yes,42,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,34.21,5254.39,No
C00844,Male,0,No,Yes,9,Yes,No phone service,DSL,Yes,Yes,One year,No,Electronic check,22.6,7129.22,No
C00845,Male,0,No,No,29,Yes,No phone service,DSL,No internet service,Yes,One year,Yes,Credit card (automatic),54.58,4255.42,No
C00846,Female,0,No,No,24,Yes,No phone service,DSL,No internet service,No internet service,One year,Yes,Credit card (automatic),96.69,3440.05,No
C00847,Female,0,Yes,No,56,Yes,Yes,DSL,No internet service,No,Two year,Yes,Credit card (automatic),79.82,6751.42,No
C00848,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer (automatic),70.71,2474.96,Yes
C00849,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Electronic check,18.37,5862.4,No
C00850,Male,0,No,No,46,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,61.55,915.44,No
C00851,Female,0,Yes,No,2,Yes,No,DSL,Yes,No internet service,Two year,Yes,Electronic check,33.77,978.49,No
C00852,Male,1,Yes,No,45,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,63.46,5480.88,No
C00853,Male,0,No,No,35,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,117.18,719.89,No
C00854,Male,0,Yes,Yes,25,Yes,No,DSL,No,No,One year,No,Electronic check,105.95,1333.14,No
C00855,Male,0,Yes,No,9,Yes,No phone service,No,No,No,One year,Yes,Credit card (automatic),49.06,5313.9,No
C00856,Male,0,Yes,No,33,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),77.35,3734.84,No
C00857,Male,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.21,4778.92,Yes
C00858,Female,0,Yes,No,54,No,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,31.0,8304.43,Yes
C00859,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card (automatic),116.98,5378.29,Yes
C00860,Female,0,No,No,56,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),60.52,5029.6,No
C00861,Male,0,No,No,44,Yes,No phone service,DSL,No internet service,Yes,Two year,No,Credit card (automatic),68.57,3242.33,No
C00862,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Two year,No,Bank transfer (automatic),82.76,5369.1,No
C00863,Female,0,Yes,No,63,No,No,No,No,No,Month-to-month,Yes,Mailed check,37.15,128.26,No
C00864,Female,1,Yes,Yes,1,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.22,4745.19,No
C00865,Male,0,No,No,44,No,No,Fiber optic,Yes,No,One year,Yes,Bank transfer (automatic),37.26,602.39,Yes
C00866,Male,0,No,Yes,61,Yes,No phone service,No,Yes,Yes,Month-to-month,No,Mailed check,56.45,1885.5,No
C00867,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No internet service,Two year,No,Bank transfer (automatic),37.97,4794.39,No
C00868,Male,0,No,No,14,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,110.64,5683.56,No
C00869,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,89.43,3281.84,No
C00870,Male,0,Yes,Yes,30,Yes,No,No,No,No,One year,Yes,Credit card (automatic),107.78,3571.79,No
C00871,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,One year,Yes,Credit card (automatic),102.85,4242.23,No
C00872,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Credit card (automatic),88.32,6456.47,No
C00873,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),42.27,167.52,Yes
C00874,Female,0,Yes,No,19,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Electronic check,79.53,3810.03,No
C00875,Male,0,Yes,No,57,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),36.63,139.07,No
C00876,Female,0,No,No,48,Yes,No,DSL,No internet service,No,One year,No,Bank transfer (automatic),31.25,2724.96,No
C00877,Female,0,Yes,No,56,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,81.26,4427.36,No
C00878,Male,0,No,Yes,15,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),80.46,695.88,No
C00879,Male,0,No,No,7,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,33.66,4133.58,No
C00880,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,53.24,7860.24,No
C00881,Female,0,No,Yes,18,Yes,Yes,DSL,No,No internet service,Two year,No,Mailed check,24.63,5831.07,No
C00882,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No internet service,One year,Yes,Credit card (automatic),89.57,6653.07,No
C00883,Female,0,No,No,35,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.75,4941.07,No
C00884,Female,0,Yes,No,59,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card (automatic),91.99,7620.92,No
C00885,Male,1,Yes,No,35,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),102.42,1263.75,Yes
C00886,Male,0,Yes,Yes,10,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),65.63,3833.09,No
C00887,Female,0,Yes,Yes,50,Yes,No phone service,No,No,Yes,One year,Yes,Credit card (automatic),27.56,5082.04,No
C00888,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,Two year,Yes,Mailed check,90.66,7426.82,No
C00889,Male,0,No,Yes,53,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43.65,2630.54,Yes
C00890,Male,0,No,No,16,Yes,No phone service,No,No,No,Month-to-month,No,Mailed check,56.83,27.57,Yes
C00891,Male,1,Yes,Yes,61,Yes,No phone service,DSL,No,Yes,One year,Yes,Bank transfer (automatic),88.31,8282.98,No
C00892,Male,1,No,No,41,Yes,Yes,DSL,No,Yes,Two year,Yes,Credit card (automatic),108.48,238.34,No
C00893,Male,0,No,No,23,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),66.62,1310.37,No
C00894,Female,1,No,No,16,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),114.16,3597.8,Yes
C00895,Female,1,No,Yes,47,Yes,Yes,DSL,No internet service,No internet service,Two year,No,Bank transfer (automatic),69.99,4228.21,No
C00896,Female,0,Yes,Yes,69,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,30.25,7095.94,No
C00897,Female,1,Yes,Yes,6,No,No,DSL,No internet service,No internet service,One year,No,Mailed check,69.84,3816.39,No
C00898,Male,0,Yes,Yes,13,No,No phone service,Fiber optic,No internet service,No internet service,One year,Yes,Mailed check,104.06,4661.29,Yes
C00899,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.8,1714.4,Yes
C00900,Male,0,No,No,11,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.78,4845.6,Yes
C00901,Female,0,Yes,No,4,Yes,No phone service,No,No,No internet service,Two year,No,Electronic check,72.8,2972.99,No
C00902,Female,1,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.61,855.45,No
C00903,Male,0,No,No,19,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,46.48,8045.9,No
C00904,Male,0,Yes,No,53,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Credit card (automatic),38.13,710.85,No
C00905,Female,0,Yes,No,54,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,45.89,5767.77,No
C00906,Female,1,No,No,57,No,Yes,Fiber optic,No,No internet service,One year,No,Mailed check,62.08,7721.29,No
C00907,Male,1,No,No,29,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Electronic check,98.96,1538.01,Yes
C00908,Male,0,Yes,No,23,Yes,No,DSL,Yes,Yes,Two year,Yes,Electronic check,100.9,2029.23,No
C00909,Female,0,No,Yes,2,Yes,No phone service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),34.34,3637.33,No
C00910,Male,0,Yes,Yes,47,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,73.29,2516.03,No
C00911,Male,0,No,No,70,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.6,6456.12,Yes
C00912,Male,0,No,Yes,21,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Mailed check,75.09,2886.22,No
C00913,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,82.76,8379.86,No
C00914,Female,0,No,No,47,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,No,Credit card (automatic),45.96,7302.23,No
C00915,Female,0,Yes,Yes,28,Yes,Yes,No,No,No,Two year,Yes,Electronic check,109.92,7612.31,No
C00916,Female,0,No,Yes,49,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,111.54,558.0,No
C00917,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Electronic check,28.54,1513.45,No
C00918,Female,0,No,No,70,No,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),88.3,1454.58,No
C00919,Female,0,No,Yes,26,Yes,Yes,No,Yes,No,One year,No,Mailed check,21.32,5717.6,No
C00920,Male,0,Yes,No,27,Yes,Yes,DSL,No internet service,No,One year,No,Mailed check,22.66,119.03,No
C00921,Male,0,No,No,8,Yes,No phone service,No,No internet service,No internet service,One year,Yes,Mailed check,113.78,6858.11,No
C00922,Male,0,Yes,No,70,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.49,4658.04,Yes
C00923,Male,0,No,Yes,25,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,50.45,4821.47,No
C00924,Male,0,No,No,7,Yes,No,No,No,No,One year,Yes,Mailed check,84.99,4575.69,No
C00925,Male,0,Yes,Yes,1,Yes,No phone service,DSL,No,No,Two year,No,Mailed check,102.58,4558.8,No
C00926,Male,0,No,No,56,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,105.09,1696.47,No
C00927,Female,0,No,No,51,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,2419.93,No
C00928,Female,1,Yes,No,57,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,99.82,4153.97,No
C00929,Male,0,No,No,2,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.32,5767.48,No
C00930,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,Month-to-month,No,Mailed check,77.56,2324.71,Yes
C00931,Female,1,Yes,No,58,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,65.99,6855.64,No
C00932,Male,0,Yes,Yes,1,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,29.1,6893.45,No
C00933,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),41.96,2341.05,No
C00934,Female,0,No,No,48,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.05,4768.47,No
C00935,Male,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,Two year,Yes,Mailed check,104.51,2977.56,No
C00936,Female,0,No,No,28,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Electronic check,98.31,1635.4,Yes
C00937,Male,0,Yes,Yes,16,No,No,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.59,6854.49,Yes
C00938,Female,1,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,96.56,8427.74,Yes
C00939,Female,1,Yes,Yes,5,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),94.57,4816.43,Yes
C00940,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,75.9,7770.1,No
C00941,Male,0,No,No,30,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),40.03,5464.88,No
C00942,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,52.8,4816.47,No
C00943,Male,1,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Credit card (automatic),34.41,4090.59,No
C00944,Male,1,No,No,11,Yes,No,DSL,No,Yes,Month-to-month,No,Mailed check,18.72,2017.33,No
C00945,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,26.05,732.65,No
C00946,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.96,3769.89,Yes
C00947,Female,0,No,No,24,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,21.35,4779.03,No
C00948,Female,0,Yes,Yes,21,Yes,No phone service,No,No internet service,Yes,Month-to-month,No,Mailed check,57.99,4339.15,No
C00949,Male,0,Yes,No,17,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,116.58,5917.83,Yes
C00950,Male,0,Yes,Yes,44,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),97.52,1647.38,No
C00951,Female,0,Yes,No,67,Yes,No phone service,No,No internet service,Yes,Two year,Yes,Mailed check,93.06,3022.35,No
C00952,Male,0,Yes,Yes,11,Yes,No phone service,Fiber optic,No,No,Two year,No,Credit card (automatic),45.47,3542.84,Yes
C00953,Female,0,Yes,Yes,48,Yes,No phone service,DSL,No,No,Month-to-month,No,Electronic check,82.17,1600.09,Yes
C00954,Male,1,Yes,No,32,Yes,No phone service,No,No,No internet service,Two year,No,Mailed check,67.87,7706.63,No
C00955,Male,0,Yes,No,62,Yes,No phone service,DSL,No internet service,No,Two year,No,Bank transfer (automatic),80.38,5798.58,No
C00956,Female,0,No,No,17,Yes,No phone service,Fiber optic,No internet service,No internet service,One year,Yes,Mailed check,61.58,797.18,No
C00957,Male,0,Yes,No,53,Yes,No,No,Yes,No internet service,One year,No,Electronic check,71.1,6063.95,No
C00958,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),116.84,4664.33,No
C00959,Male,0,No,No,24,No,No phone service,DSL,No,No,One year,Yes,Mailed check,50.93,4462.06,No
C00960,Male,0,Yes,No,33,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,39.65,8413.36,No
C00961,Male,0,Yes,No,59,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,62.85,5261.58,Yes
C00962,Female,0,Yes,No,53,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Electronic check,70.43,7624.05,No
C00963,Male,0,Yes,No,4,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),26.56,7766.72,Yes
C00964,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,Two year,Yes,Credit card (automatic),98.6,878.23,No
C00965,Male,0,Yes,Yes,53,Yes,Yes,DSL,No internet service,No internet service,One year,No,Bank transfer (automatic),60.21,88.93,No
C00966,Male,0,No,Yes,35,Yes,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.32,3709.93,Yes
C00967,Female,0,No,No,68,Yes,No,No,No,No,Two year,No,Mailed check,83.88,6543.08,No
C00968,Female,0,No,No,38,Yes,No phone service,DSL,No internet service,No internet service,One year,Yes,Electronic check,95.32,7008.83,No
C00969,Male,0,No,Yes,69,Yes,No phone service,Fiber optic,No internet service,Yes,Two year,No,Bank transfer (automatic),116.59,6697.52,No
C00970,Female,0,No,No,3,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),35.35,3811.9,No
C00971,Male,0,Yes,No,64,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,52.56,6379.2,No
C00972,Male,0,Yes,Yes,39,Yes,No phone service,DSL,No internet service,No,One year,Yes,Mailed check,34.83,6114.66,No
C00973,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,106.09,2679.81,Yes
C00974,Female,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),72.85,1449.09,No
C00975,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer (automatic),103.24,5288.87,No
C00976,Female,1,No,No,46,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Electronic check,116.52,5761.05,No
C00977,Female,0,No,No,26,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Credit card (automatic),73.02,4835.53,No
C00978,Female,0,Yes,No,50,No,No phone service,No,No,No,Month-to-month,No,Electronic check,29.82,1826.19,No
C00979,Female,0,Yes,No,19,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,54.13,2364.74,No
C00980,Female,0,Yes,No,12,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,21.62,6027.38,No
C00981,Female,0,No,No,62,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Electronic check,102.93,8182.96,No
C00982,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,19.79,8032.1,Yes
C00983,Male,1,Yes,No,23,Yes,Yes,No,No internet service,No,One year,No,Credit card (automatic),77.22,4425.74,No
C00984,Female,0,No,Yes,2,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,28.61,7537.8,No
C00985,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,18.76,267.81,Yes
C00986,Female,0,No,Yes,64,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),43.62,7322.29,No
C00987,Female,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Credit card (automatic),73.19,4056.71,No
C00988,Female,0,Yes,No,57,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Electronic check,25.51,6646.91,No
C00989,Female,0,No,No,1,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.49,65.35,Yes
C00990,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,85.2,7385.13,No
C00991,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,114.97,5064.62,No
C00992,Female,1,No,No,67,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),107.95,2055.63,No
